Date,Price,Open,High,Low,Vol.,Change %,R_j,A_t,σ_7,σ_14,σ_21,σ_28
2024-03-03,63135.8,61955.6,63227.3,61399.4,38010.0,1.84,-0.07520569033881597,-0.04157227460746915,0.04360737966691941,0.041004911201566234,0.04572300475838761,
2024-03-02,61994.5,62397.7,62446.3,61621.9,33800.0,-0.65,-0.01807690723804878,-0.05964918184551793,0.04364262130966857,0.03958797972512815,0.044712056284651844,
2024-03-01,62397.7,61157.3,63147.3,60790.9,74960.0,2.01,0.006503802756696153,-0.053145379088821776,0.04414767301313001,0.034868986639376355,0.0447310294613342,
2024-02-29,61169.3,62467.1,63653.4,60512.5,119290.0,-2.08,-0.01968662306463209,-0.07283200215345387,0.04415855272425639,0.03350828300284335,0.04447856491001782,
2024-02-28,62467.6,57048.7,63915.3,56704.9,173640.0,9.48,0.021224699318121987,-0.05160730283533188,0.04589041093561241,0.03333470184484363,0.04396134120510685,
2024-02-27,57056.2,54491.1,57555.2,54464.0,100480.0,4.7,-0.08662730759625792,-0.1382346104315898,0.05449274817964159,0.03902422040763564,0.044064239541148846,
2024-02-26,54495.1,51722.7,54899.1,50925.2,78050.0,5.36,-0.044887321623241605,-0.1831219320548314,0.040146280077221375,0.039117630538373284,0.039486732283324,
2024-02-25,51722.7,51572.1,51952.0,51299.0,23610.0,0.29,-0.05087429879016647,-0.23399623084499788,0.03657164871076885,0.039520668255971184,0.04016276252867155,0.04441101549138534
2024-02-24,51571.6,50739.6,51689.9,50592.0,20990.0,1.64,-0.002921347880137759,-0.23691757872513564,0.03765431830185208,0.03967271957080023,0.03950174068377192,0.04375937464020042
2024-02-23,50740.5,51320.6,51532.5,50537.6,43270.0,-1.13,-0.016115458895981427,-0.25303303762111706,0.03536896382938372,0.0394096764778994,0.035683714614435376,0.04379064496448567
2024-02-22,51320.4,51850.2,52015.8,50947.3,50270.0,-1.04,0.011428740355337474,-0.2416042972657796,0.03848711305170116,0.04030573873004872,0.03489599646332311,0.04343937669356318
2024-02-21,51858.2,52263.5,52367.3,50676.9,59020.0,-0.78,0.010479263606674838,-0.23112503365910475,0.03654273174876285,0.04099911138825512,0.03428706185092769,0.04275405533716176
2024-02-20,52263.5,51783.1,52936.8,50801.8,68100.0,0.93,0.007815543154216842,-0.2233094905048879,0.026264233668607657,0.0411145787165686,0.034627274676648785,0.04009513207392383
2024-02-19,51783.6,52119.6,52484.8,51694.2,36730.0,-0.64,-0.009182316530657153,-0.23249180703554506,0.02196234465363283,0.03347293814207479,0.03425003482014657,0.035542588206106375
2024-02-18,52117.5,51646.0,52350.3,51199.6,26890.0,0.91,0.006447987393692234,-0.22604381964185283,0.010697454117131982,0.02984502588977188,0.033910844218376666,0.03544180330680194
2024-02-17,51646.0,52134.2,52175.5,50652.3,32450.000000000004,-0.94,-0.009046865256391756,-0.23509068489824458,0.011317260120113292,0.029828546736890324,0.033908741250206625,0.03473556938217372
2024-02-16,52134.2,51901.4,52556.7,51612.6,52860.0,0.45,0.009452813383417746,-0.22563787151482684,0.009049798592081335,0.029983322173426516,0.03419263153040166,0.03202209568402714
2024-02-15,51901.3,51805.2,52819.4,51327.5,74720.0,0.23,-0.00446731703948644,-0.23010518855431328,0.008841734402399366,0.029971620886031183,0.03419002413409481,0.031197472241569102
2024-02-14,51782.4,49708.6,52010.7,49263.8,80350.0,4.16,-0.0022908867407945843,-0.23239607529510786,0.00799114026185144,0.028642085167539792,0.03424784455210649,0.030518600534787305
2024-02-13,49716.0,49941.0,50326.6,48398.3,78510.0,-0.45,-0.03990545050055616,-0.272301525795664,0.01618566490363697,0.021129112779651425,0.0344490853883718,0.030927664325566134
2024-02-12,49941.3,48280.2,50277.3,47729.9,81850.0,3.45,0.004531740284817731,-0.2677697855108463,0.016699171151563278,0.018772782661706625,0.029282685535564786,0.03082963099441645
2024-02-11,48277.3,47759.3,48531.6,47590.2,36500.0,1.09,-0.03331911664293885,-0.30108890215378514,0.018775045256050633,0.015917259150830566,0.026194074812760152,0.030510669584674407
2024-02-10,47758.2,47128.0,48149.0,46875.0,31200.0,1.34,-0.01075246544442221,-0.31184136759820735,0.018760763851897025,0.015983912419597745,0.02616286237150195,0.03050430903336134
2024-02-09,47127.5,45293.3,48118.8,45254.2,98110.0,4.05,-0.013206109107964603,-0.32504747670617196,0.01646518699867679,0.01585157009770566,0.025816769255863552,0.0304484907545251
2024-02-08,45293.3,44346.2,45579.2,44336.4,66380.0,2.15,-0.038919951196222935,-0.3639674279023949,0.01813514761580149,0.017434799828044675,0.026402310727025275,0.030830605209174335
2024-02-07,44339.8,43088.4,44367.9,42783.5,48570.0,2.91,-0.02105167872510949,-0.3850191066275044,0.01654999270303838,0.016785543492576542,0.0251763892499436,0.030862508923912017
2024-02-06,43087.7,42697.6,43375.5,42566.8,33320.0,0.91,-0.028238738108877448,-0.41325784473638183,0.01493148650770015,0.016440223494218482,0.019572742669842824,0.030725383533232568
2024-02-05,42697.2,42581.4,43532.2,42272.5,39260.0,0.27,-0.009062911225245274,-0.4223207559616271,0.011728830334811353,0.01644270438125667,0.0181746165528531,0.026025840927070387
2024-02-04,42581.4,43006.2,43113.2,42379.4,20330.0,-0.99,-0.002712121637952758,-0.42503287759957986,0.012518545547573838,0.015753121357823523,0.015830686993144737,0.02342288396331525
2024-02-03,43005.7,43194.7,43370.4,42882.0,14570.0,-0.44,0.009964444569694697,-0.41506843302988516,0.016310960220439298,0.017002609409719507,0.016324070769313293,0.023824619203108247
2024-02-02,43194.7,43083.7,43459.3,42596.3,42650.0,0.26,0.004394766275168216,-0.41067366675471695,0.017870142006813923,0.016539547780998278,0.016457629893371097,0.023764937079779756
2024-02-01,43081.4,42580.1,43263.1,41890.5,47690.0,1.18,-0.0026230069892833052,-0.41329667374400025,0.0135889099068824,0.016621738598965402,0.015926344256682507,0.023799731284171066
2024-01-31,42580.5,42946.2,43739.7,42315.4,56480.0,-0.85,-0.01162682735472853,-0.4249235010987288,0.01238349439176418,0.0163402622829981,0.015351865301584153,0.022885199058008527
2024-01-30,42946.2,43303.3,43817.9,42702.9,55130.0,-0.82,0.008588438369676155,-0.41633506272905263,0.008392138092133334,0.015487381827690489,0.015395633800108187,0.01818162163461902
2024-01-29,43299.8,42031.4,43305.6,41824.7,45230.0,3.02,0.008233557334525576,-0.40810150539452705,0.007965465883643365,0.015788536068305183,0.01585828905527194,0.017140786484810183
2024-01-28,42030.7,42121.3,42817.1,41649.0,32530.0,-0.21,-0.02930960420140527,-0.4374111095959323,0.014372336759676268,0.015364128162361842,0.016106304424630423,0.01555583888355649
2024-01-27,42120.9,41811.5,42191.8,41413.0,20460.0,0.74,0.002146050386979237,-0.4352650592089531,0.013591151918938373,0.015682016697475206,0.016325395339119773,0.0156375058904708
2024-01-26,41811.3,39942.0,42214.8,39831.2,69470.0,4.7,-0.007350270293369765,-0.44261532950232285,0.013263660208804944,0.015633935282454055,0.015750013858645596,0.015537421835773167
2024-01-25,39935.7,40085.1,40285.8,39546.3,46300.0,-0.37,-0.0448586865273265,-0.48747401602964935,0.020085993401711993,0.016577871286240584,0.01737994046325129,0.016693779607546585
2024-01-24,40086.0,39891.3,40535.2,39510.0,58640.0,0.49,0.0037635499064747613,-0.4837104661231746,0.020784620404979574,0.016496097987501714,0.017602300187486385,0.016453321071093128
2024-01-23,39888.8,39555.0,40159.4,38546.9,82670.0,0.84,-0.0049194232400338045,-0.4886298893632084,0.01953413383964611,0.01532790820734843,0.01644334001814939,0.016143777458494716
2024-01-22,39556.4,41581.7,41684.9,39468.4,85100.0,-4.87,-0.00833316620204172,-0.4969630555652501,0.017840682756825443,0.015315670089077343,0.016099131270070025,0.01614514658531675
2024-01-21,41583.2,41695.4,41878.0,41504.5,16110.0,-0.27,0.051238231992799976,-0.44572482357245014,0.02826724516427442,0.02154563546838334,0.020253483383437135,0.019622577954992733
2024-01-20,41695.4,41647.6,41858.0,41449.5,22270.0,0.11,0.0026982050443449257,-0.4430266185281052,0.028278866309635494,0.021335285336136024,0.020337652618650545,0.019721238708743965
2024-01-19,41648.0,41293.8,42164.6,40305.4,72640.0,0.86,-0.0011368160516508352,-0.44416343457975604,0.028147513662094645,0.021258892616018904,0.02030166063047779,0.019485687436053962
2024-01-18,41292.7,42763.5,42908.0,40682.6,70350.0,-3.45,-0.008531021897810298,-0.45269445647756634,0.020982975511550348,0.02132237222221386,0.018844007159856024,0.01947504176478638
2024-01-17,42768.7,43139.1,43192.3,42211.8,50440.0,-0.87,0.03574481688046549,-0.41694963959710085,0.02394899548594206,0.023467168285637805,0.020325821895599262,0.021139746411372003
2024-01-16,43145.5,42515.2,43563.7,42093.1,63930.0,1.49,0.008810181277429496,-0.40813945831967136,0.023115400253919817,0.0234730709069188,0.019481114683496045,0.020283732992003693
2024-01-15,42510.7,41747.6,43348.9,41719.2,52080.0,1.83,-0.014713005991354944,-0.4228524643110263,0.024131119293862326,0.023698007609417555,0.019654321187930906,0.02028006482545594
2024-01-14,41746.1,42851.3,43069.4,41739.6,37140.0,-2.58,-0.017986059980193203,-0.4408385242912195,0.01813478368991514,0.02283703286538251,0.02003759831175763,0.019700888758005866
2024-01-13,42851.3,42836.7,43248.6,42443.3,48180.0,0.04,0.026474329338548985,-0.4143641949526705,0.020627169991393243,0.023932294373613015,0.020788914571443832,0.02053610928332933
2024-01-12,42835.9,46348.1,46503.2,41857.9,136920.0,-7.58,-0.00035938232912424706,-0.41472357728179476,0.020596377929266097,0.023806187645863047,0.020764918909100115,0.02045833084908514
2024-01-11,46348.2,46629.3,48923.7,45651.8,131039.99999999999,-0.6,0.08199430851225253,-0.33272926876954223,0.034793243019500986,0.0283161520539036,0.02741487217235076,0.02491565743157555
2024-01-10,46629.3,46112.0,47654.3,44403.6,131480.0,1.08,0.006064960451538592,-0.32666430831800364,0.033945957684187913,0.02827723099368619,0.02718680710526976,0.02454638371557372
2024-01-09,46129.0,46959.2,47880.1,45333.9,100090.0,-1.77,-0.010729305393819,-0.33739361371182264,0.03512112890907407,0.028573353898105988,0.027374086180394854,0.02396133714478297
2024-01-08,46962.2,43934.2,47196.7,43251.0,103090.0,6.91,0.018062390253419602,-0.31933122345840304,0.03340355848657546,0.028080155275784724,0.02753795073849526,0.02401602888529206
2024-01-07,43927.3,43973.5,44481.2,43627.9,29530.0,-0.09,-0.06462431487451603,-0.38395553833291907,0.0440005691179741,0.03256076097412664,0.030596730469957124,0.027257537367538127
2024-01-06,43967.9,44156.6,44203.2,43424.0,24260.0,-0.43,0.0009242543930538805,-0.3830312839398652,0.04327865832200823,0.03257139358526855,0.03059868960398432,0.027206651142323193
2024-01-05,44156.9,44163.0,44312.1,42629.0,68070.0,0.0,0.004298590562660465,-0.3787326933772047,0.04322769830816221,0.03253416374063445,0.03051691076618768,0.027206231623797306
2024-01-04,44157.0,42836.1,44744.5,42632.8,68050.0,3.08,2.2646517305879854e-06,-0.37873042872547413,0.02699223631189798,0.03234714496931161,0.028499618233405175,0.027197302562358593
2024-01-03,42836.1,44943.7,45492.7,40888.3,117650.0,-4.69,-0.029913716964467763,-0.4086441456899419,0.02760354294468079,0.032350680898008854,0.029512711754134176,0.027731899650913577
2024-01-02,44943.7,44182.9,45885.4,44166.0,97840.0,1.72,0.04920149126554474,-0.35944265442439716,0.03598159227430885,0.03484479399925483,0.03105655295852045,0.02918996864323256
2024-01-01,44183.4,42272.5,44187.0,42196.7,36300.0,4.52,-0.01691672025222657,-0.3763593746766237,0.03495908418318228,0.034938145607058234,0.03131215666838399,0.029378414171445957
2023-12-31,42272.5,42141.6,42878.8,41971.4,35580.0,0.32,-0.04324927461444794,-0.41960864929107167,0.029749040517952182,0.03672975189866772,0.031236451865262246,0.030024419271997907
2023-12-30,42136.7,42074.7,42592.2,41527.3,35180.0,0.15,-0.003212490389733369,-0.42282113968080504,0.029650503863214463,0.03602828545178464,0.03124931683838028,0.030031513280644226
2023-12-29,42072.4,42581.1,43108.0,41459.0,60980.0,-1.19,-0.001525985660955742,-0.4243471253417608,0.02940436937433783,0.03602902508809321,0.03125073920568305,0.02999567379480101
2023-12-28,42581.1,43446.5,43782.6,42309.3,49840.0,-1.99,0.012091062073948722,-0.41225606326781206,0.030195385992265365,0.02753064025979985,0.03126213293006893,0.028698135667799517
2023-12-27,43446.5,42514.3,43676.7,42115.3,50100.0,2.2,0.02032357078610003,-0.391932492481712,0.02918177202014706,0.02825284659635144,0.03060215813843587,0.02889114800142303
2023-12-26,42513.3,43579.9,43594.9,41796.6,56030.0,-2.44,-0.021479290621799207,-0.41341178310351123,0.02150127856027249,0.028574676490603173,0.030937082397322523,0.02923264432819119
2023-12-25,43578.5,42982.0,43792.7,42745.3,32670.0,1.39,0.025055688455142278,-0.38835609464836895,0.024190139376306635,0.029073709304711988,0.03122341538505528,0.02944670285327523
2023-12-24,42981.5,43710.4,43935.7,42748.5,30860.0,-1.67,-0.013699415996420217,-0.40205551064478917,0.01734308406789156,0.023724274099508315,0.03110245230751449,0.0281052264266163
2023-12-23,43710.4,43968.9,43994.6,43325.7,21290.0,-0.59,0.016958458871840332,-0.38509705177294884,0.017901023000091908,0.02422136099507073,0.030793494464698968,0.028255426587997713
2023-12-22,43968.9,43865.9,44394.6,43419.3,44500.0,0.23,0.005913924374977064,-0.3791831273979718,0.017640996226345986,0.024248002633739454,0.030806063909902884,0.028257217042896816
2023-12-21,43865.9,43660.3,44241.8,43310.2,48960.0,0.47,-0.0023425648583430547,-0.38152569225631483,0.017715400358413326,0.024255843392102266,0.024707747684522333,0.028193325066095655
2023-12-20,43662.8,42259.5,44278.7,42217.2,70190.0,3.32,-0.004630020129531065,-0.3861557123858459,0.0164394984764602,0.022768970768631276,0.024636314568632068,0.027455072884960435
2023-12-19,42259.3,42659.7,43473.3,41842.7,55290.0,-0.94,-0.0321440677189736,-0.4182997801048195,0.01912580247152516,0.01988558850282869,0.025410541612588173,0.028112136107792694
2023-12-18,42659.7,41369.1,42728.0,40554.0,61580.0,3.12,0.009474837491392218,-0.4088249426134273,0.016331578653981424,0.01983863121723196,0.025107522074896544,0.028026342515965193
2023-12-17,41368.7,42271.7,42413.2,41276.9,35460.0,-2.14,-0.030262753840275436,-0.4390876964537027,0.019115546045922763,0.01799560959245487,0.021890559295725615,0.02841954374932227
2023-12-16,42271.7,41929.0,42690.3,41698.2,30110.0,0.82,0.021828097087895015,-0.4172595993658077,0.020122281544251365,0.019016155696079055,0.022526089985880175,0.028272803571193578
2023-12-15,41929.0,43025.2,43080.7,41697.9,45280.0,-2.55,-0.008107078731160455,-0.42536667809696815,0.019592771803540174,0.019148238499098965,0.02252551037459778,0.028313285591631616
2023-12-14,43025.9,42886.3,43392.7,41591.2,59150.0,0.33,0.026160891030074795,-0.39920578706689336,0.02324583350274799,0.020177335335949644,0.02336231928210241,0.02392262447919677
2023-12-13,42884.5,41487.0,43417.5,40649.3,63110.0,3.37,-0.0032863926146809996,-0.40249217968157436,0.023231104548544296,0.01940375902763335,0.022416612990375565,0.02386565269894948
2023-12-12,41487.0,41256.1,42070.9,40691.5,57040.0,0.56,-0.03258753162564565,-0.43507971130722,0.023326356514919416,0.02051189647953732,0.02051904795804241,0.024487145990831287
2023-12-11,41256.1,43791.0,43806.3,40277.1,105190.0,-5.79,-0.005565598862294241,-0.44064531016951425,0.02273577413051205,0.01903644155315145,0.020299088115470525,0.024121351976194506
2023-12-10,43791.0,43716.6,44045.4,43576.8,23810.0,0.17,0.061443035090568365,-0.3792022750789459,0.030532030799579588,0.025505028488704347,0.02265486073436379,0.024216170244408516
2023-12-09,43718.4,44175.5,44361.2,43617.4,31670.0,-1.03,-0.0016578749058024922,-0.3808601499847484,0.030117993697967072,0.025127010026180535,0.02263977159066886,0.024218107090758605
2023-12-08,44175.5,43288.3,44697.6,43108.4,58440.0,2.05,0.010455551895769188,-0.3704045980889792,0.0295631589507133,0.02523411619159816,0.022697419888604114,0.024285709250204644
2023-12-07,43289.7,43774.4,44046.4,42860.5,63090.0,-1.11,-0.020051838688866064,-0.39045643677784525,0.02995045219296045,0.025831233539091607,0.02310332429545689,0.024588559350866596
2023-12-06,43776.3,44076.2,44283.7,43466.7,72520.0,-0.68,0.0112405491375549,-0.37921588764029035,0.030086721867358467,0.02599031465936639,0.022807349049029344,0.023982730341867924
2023-12-05,44076.2,41989.6,44424.1,41424.9,96840.0,4.97,0.006850738870119111,-0.37236514877017124,0.025598745426232035,0.024254851932215913,0.022267180855500304,0.022094693402628558
2023-12-04,41987.8,39968.6,42394.4,39968.6,104210.0,5.05,-0.047381580081767405,-0.41974672885193864,0.03327985790314371,0.02765905992192659,0.024048992513736017,0.02363167188142359
2023-12-03,39970.2,39456.8,40178.9,39280.3,35270.0,1.3,-0.04805205321545791,-0.46779878206739656,0.026204660625245273,0.029467207614999696,0.026009143702529356,0.023960694440274696
2023-12-02,39458.4,38688.2,39673.4,38646.5,37090.0,1.99,-0.012804539381839342,-0.4806033214492359,0.02575980283593611,0.0287534361138039,0.025668406034095925,0.024051206614297802
2023-12-01,38688.2,37712.9,38950.8,37618.3,62500.0,2.59,-0.0195192912028872,-0.5001226126521231,0.023347049710147803,0.029023314378282792,0.025749981503997196,0.02427564096615817
2023-11-30,37712.9,37857.6,38144.4,37509.2,33530.0,-0.38,-0.025209236924953804,-0.5253318495770769,0.023484012156318408,0.027962343134294205,0.026079657118804826,0.02445632164657084
2023-11-29,37855.5,37823.3,38362.9,37607.6,49340.0,0.09,0.0037811995364980255,-0.5215506500405789,0.021990677568982764,0.028136859687282946,0.026179820758486787,0.02404230966332318
2023-11-28,37823.3,37244.3,38379.4,36881.1,57500.0,1.54,-0.0008506029506940571,-0.5224012529912729,0.020549397008589227,0.02731370655095281,0.025526488106238893,0.02382189839457882
2023-11-27,37248.6,37451.8,37563.3,36751.5,45240.0,-0.54,-0.015194337881676234,-0.5375955908729492,0.017084606570451775,0.02741652684233127,0.025396424065939456,0.023217101585069476
2023-11-26,37451.8,37786.4,37819.1,37166.3,29200.0,-0.89,0.005455238586148381,-0.5321403522868008,0.01200491379557126,0.019664170327596212,0.024890542517182687,0.02324354368386966
2023-11-25,37787.0,37718.6,37887.4,37599.9,16090.0,0.18,0.0089501706193027,-0.5231901816674981,0.013620884168582632,0.020244508391222712,0.02436431659459227,0.023016014784149733
2023-11-24,37717.3,37295.0,38400.8,37257.4,65830.0,1.14,-0.0018445497128641852,-0.5250347313803623,0.012288225915394465,0.019535180270460847,0.024363280603067777,0.022927136895523108
2023-11-23,37293.1,37410.8,37642.5,36915.3,32350.0,-0.31,-0.01124682837848956,-0.5362815597588518,0.008836661996813072,0.019363888906813995,0.02333642138219276,0.022947649683156584
2023-11-22,37410.8,35797.5,37862.5,35695.6,64810.0,4.46,0.003156079811010626,-0.5331254799478412,0.008776592319077327,0.018780120371203395,0.023423343793692725,0.02300602256913122
2023-11-21,35813.6,37452.7,37631.2,35799.2,71070.0,-4.38,-0.04269355373314665,-0.5758190336809879,0.017774935190657475,0.019799279550621482,0.024086570815248617,0.02354291426554753
2023-11-20,37454.1,37356.6,37735.6,36857.6,51800.0,0.27,0.04580662094846644,-0.5300124127325214,0.026339104786387985,0.023267000566849914,0.026677178424107738,0.025338721379154456
2023-11-19,37354.2,36568.6,37504.6,36393.3,26140.0,2.15,-0.0026672647320320486,-0.5326796774645535,0.026293277680953426,0.020198043727202335,0.02204986583264371,0.02482406854263746
2023-11-18,36568.6,36617.5,36845.2,36220.6,20880.0,-0.07,-0.021031102258915912,-0.5537107797234694,0.02700984250648272,0.020570255012699185,0.02220635209291015,0.02453421337310122
2023-11-17,36595.4,36161.8,36690.6,35875.2,51370.0,1.2,0.0007328691828509815,-0.5529779105406184,0.02706735674674501,0.020196172565969287,0.021896465561950507,0.024547931989620658
2023-11-16,36161.2,37873.9,37907.6,35561.6,66920.0,-4.52,-0.011864879192466926,-0.5648427897330853,0.02709595933872763,0.01940622488197202,0.02175656888430316,0.02382681305509568
2023-11-15,37874.9,35549.3,37954.1,35379.6,75510.0,6.54,0.04739057332168195,-0.5174522164114034,0.0334726094107304,0.023595465141015466,0.024621779244824067,0.02587095887147822
2023-11-14,35549.3,36478.3,36744.5,34984.3,63560.0,-2.55,-0.061402142315887254,-0.5788543587272906,0.03808707981096083,0.028797379047366373,0.027136253817126213,0.027563589508822296
2023-11-13,36478.3,37067.8,37404.6,36358.4,44550.0,-1.58,0.0261327227259045,-0.5527216360013861,0.034679653131415404,0.02967011662081526,0.026789723873839835,0.02818909522557094
2023-11-12,37064.4,37149.0,37215.3,36761.9,21450.0,-0.23,0.01606708645962107,-0.5366545495417651,0.03544602144097098,0.029983821783123504,0.02541572899973556,0.025459475622309023
2023-11-11,37150.5,37306.3,37401.3,36767.6,29530.0,-0.41,0.0023229837795835095,-0.5343315657621815,0.034278803295608194,0.029878296989261918,0.025346528401648177,0.025493532290397573
2023-11-10,37303.0,36700.5,37496.1,36347.2,59560.0,1.64,0.004104924563599344,-0.5302266411985822,0.03426912179528288,0.029904531791019106,0.02507896119580847,0.025374469112083627
2023-11-09,36700.5,35636.9,37942.0,35578.1,115560.0,2.98,-0.01615151596386355,-0.5463781571624458,0.0346207356426807,0.030070017656406763,0.024725001415703864,0.025303415741773125
2023-11-08,35636.9,35426.2,36050.2,35148.8,46330.0,0.6,-0.028980531600386827,-0.5753586887628326,0.029875463993552058,0.030964578098346855,0.02543158340643846,0.025455035914307977
2023-11-07,35426.1,35042.1,35877.9,34536.9,53490.0,1.1,-0.005915217092395841,-0.5812739058552284,0.018700326562358347,0.028825728700979845,0.025438552946069972,0.025311593208787054
2023-11-06,35042.0,35020.3,35275.6,34742.9,29810.0,0.06,-0.01084228859513181,-0.5921161944503602,0.014787275833283804,0.025642418209026647,0.025350134621661236,0.024089625701907837
2023-11-05,35019.4,35065.8,35360.2,34550.0,31020.0,-0.13,-0.0006449403572854617,-0.5927611348076457,0.011734871929486315,0.025658839335092484,0.025288135572266435,0.022659479046737825
2023-11-04,35065.8,34718.6,35242.2,34601.1,23800.0,1.0,0.0013249798683017122,-0.591436154939344,0.0115935462729056,0.02522898347092237,0.025164115279540798,0.022624136078378012
2023-11-03,34718.7,34931.4,34940.6,34124.2,54540.0,-0.61,-0.009898533613948768,-0.6013346885532928,0.010255923814780351,0.025277833382299445,0.025202971913069454,0.022451452107817595
2023-11-02,34931.4,35423.8,35907.6,34357.4,63660.0,-1.39,0.006126381460135333,-0.5952083070931574,0.011470796571921798,0.025274672053439973,0.02522569100965909,0.022113616593692206
2023-11-01,35423.8,34648.3,35557.5,34138.7,71660.0,2.23,0.014096199980533353,-0.5811121071126241,0.008983355669639941,0.021543775953736046,0.025466791259610242,0.02230712760881673
2023-10-31,34650.6,34478.9,34704.6,34053.9,43400.0,0.5,-0.021827133170354562,-0.6029392402829786,0.011995218564087454,0.015160632364466353,0.024186217602251345,0.02261280979498564
2023-10-30,34477.9,34526.7,34853.3,34089.5,45200.0,-0.14,-0.004984040680392154,-0.6079232809633708,0.011561123360840269,0.012871193927305043,0.021647203180815505,0.02248879882097551
2023-10-29,34526.7,34082.6,34737.9,33937.6,27720.0,1.3,0.0014153994297796402,-0.6065078815335911,0.011635030104288986,0.011657467558659613,0.021675351381034706,0.02244871609024051
2023-10-28,34082.6,33901.6,34387.8,33867.3,22000.0,0.53,-0.012862509304393366,-0.6193703908379845,0.012189160289986836,0.011631174665475509,0.02141706339534521,0.022409479494311445
2023-10-27,33901.8,34153.7,34245.8,33423.6,47330.0,-0.74,-0.005304759613409593,-0.6246751504513941,0.011939168553767084,0.011263787795296859,0.02140318262527905,0.022409924744728926
2023-10-26,34153.7,34497.6,34826.0,33749.9,56620.0,-0.99,0.007430283937725823,-0.6172448665136683,0.012120172597628622,0.011509677759413754,0.021436397655687226,0.022450534482850365
2023-10-25,34496.8,33917.0,35123.9,33713.4,75810.0,1.71,0.010045763709349398,-0.6071991028043189,0.011223191050136593,0.009881982958252516,0.018429116727376012,0.022556776429866626
2023-10-24,33917.0,33037.3,35191.4,32866.5,159080.0,2.65,-0.016807356044618693,-0.6240064588489376,0.009963586916441468,0.010593813684236082,0.013400330711998,0.021352941758848505
2023-10-23,33041.8,29984.2,34375.6,29891.4,133460.0,10.2,-0.025804169000795962,-0.6498106278497335,0.013225019489853818,0.012089246867159897,0.012693550771877478,0.01967192009704146
2023-10-22,29984.2,29912.7,30193.4,29713.6,29070.0,0.24,-0.0925373315013105,-0.742347959351044,0.03470143113210609,0.026460637813979924,0.022317761778572667,0.025781958042774795
2023-10-21,29912.9,29674.7,30264.8,29469.1,34680.0,0.8,-0.0023779190373596215,-0.7447258783884037,0.0352528122842134,0.02634963123844405,0.022213470888454264,0.02565976045233338
2023-10-20,29674.5,28724.0,30165.9,28586.1,82680.0,3.31,-0.007969805669126084,-0.7526956840575297,0.03510811025378746,0.02636058726833952,0.021984701847148003,0.025617533324255013
